window_size,dp_v,dp_v3,J
2,1.35,0.4,1000.0
2,1.35,0.45,1000.0
2,1.35,0.5,1000.0
2,1.35,0.55,1000.0
2,1.35,0.6,1000.0
2,1.35,0.65,1000.0
2,1.35,0.7,1000.0
2,1.35,0.75,1000.0
2,1.35,0.8,1000.0
2,1.35,0.85,1000.0
2,1.35,0.9,1000.0
2,1.35,0.95,1000.0
2,1.35,1.0,1000.0
2,1.35,1.05,1000.0
2,1.35,1.1,1000.0
2,1.35,1.15,1000.0
2,1.35,1.2,1000.0
2,1.35,1.25,1000.0
2,1.35,1.3,1000.0
2,1.35,1.35,1000.0
2,1.35,1.4,1000.0
2,1.35,1.45,1000.0
2,1.35,1.5,1000.0
2,1.4,-1.5,0.29743110087402913
2,1.4,-1.45,0.2907279511542299
2,1.4,-1.4,0.2842614405003275
2,1.4,-1.35,0.2780790778997251
2,1.4,-1.3,0.2722361547237201
2,1.4,-1.25,0.26679718767894867
2,1.4,-1.2,0.26183767516915385
2,1.4,-1.15,0.2574462465268126
2,1.4,-1.1,0.2537273068722935
2,1.4,-1.05,0.25080431162007033
2,1.4,-1.0,0.24882384693750445
2,1.4,-0.95,0.24796075018315272
2,1.4,-0.9,0.24842458394337885
2,1.4,-0.85,0.25046788825447097
2,1.4,-0.8,0.25439679217782485
2,1.4,-0.75,0.2605847897208714
2,1.4,-0.7,0.269490809570183
2,1.4,-0.65,0.2816831857093447
2,1.4,-0.6,0.29787185076910827
2,1.4,-0.55,0.3189521632670196
2,1.4,-0.5,0.34606547341602706
2,1.4,-0.45,0.38068422362762067
2,1.4,-0.4,0.4247337629583268
2,1.4,-0.35,0.4807703900734181
2,1.4,-0.3,0.5522477971945409
2,1.4,-0.25,0.6439267015101571
2,1.4,-0.2,0.7625244868270248
2,1.4,-0.15,0.9177834821827893
2,1.4,-0.1,1.1243044620611256
2,1.4,-0.05,1.4048594544124096
2,1.4,0.0,1.796766369618818
2,1.4,0.05,2.3651651999655736
2,1.4,0.1,3.2336616127487874
2,1.4,0.15,4.665681645244741
2,1.4,0.2,7.32942928455297
2,1.4,0.25,13.506690015126226
2,1.4,0.3,38.677463468428385
2,1.4,0.35,1000.0
2,1.4,0.4,1000.0
2,1.4,0.45,1000.0
2,1.4,0.5,1000.0
2,1.4,0.55,1000.0
2,1.4,0.6,1000.0
2,1.4,0.65,1000.0
2,1.4,0.7,1000.0
2,1.4,0.75,1000.0
2,1.4,0.8,1000.0
2,1.4,0.85,1000.0
2,1.4,0.9,1000.0
2,1.4,0.95,1000.0
2,1.4,1.0,1000.0
2,1.4,1.05,1000.0
2,1.4,1.1,1000.0
2,1.4,1.15,1000.0
2,1.4,1.2,1000.0
2,1.4,1.25,1000.0
2,1.4,1.3,1000.0
2,1.4,1.35,1000.0
2,1.4,1.4,1000.0
2,1.4,1.45,1000.0
2,1.4,1.5,1000.0
2,1.45,-1.5,0.29425147935057744
2,1.45,-1.45,0.2879384342067174
2,1.45,-1.4,0.2818900819554038
2,1.45,-1.35,0.2761567240673938
2,1.45,-1.3,0.2707968127079965
2,1.45,-1.25,0.26587845494792905
2,1.45,-1.2,0.2614812427914895
2,1.45,-1.15,0.25769849149094326
2,1.45,-1.1,0.25463999279375793
2,1.45,-1.05,0.25243542219504966
2,1.45,-1.0,0.2512385831127777
2,1.45,-0.95,0.2512327307385331
2,1.45,-0.9,0.25263730080860497
2,1.45,-0.85,0.25571648353510096
2,1.45,-0.8,0.26079024517868865
2,1.45,-0.75,0.2682486316359274
2,1.45,-0.7,0.27857052454598275
2,1.45,-0.65,0.29234851513979726
2,1.45,-0.6,0.3103223013749939
2,1.45,-0.55,0.3334241420545557
2,1.45,-0.5,0.362841655430084
2,1.45,-0.45,0.4001060369008789
2,1.45,-0.4,0.4472183091861858
2,1.45,-0.35,0.5068338140332566
2,1.45,-0.3,0.5825382617697819
2,1.45,-0.25,0.6792720725005851
2,1.45,-0.2,0.8040032750756009
2,1.45,-0.15,0.966833952769898
2,1.45,-0.1,1.182899197752116
2,1.45,-0.05,1.4757982662992994
2,1.45,0.0,1.884197523559321
2,1.45,0.05,2.475584525207284
2,1.45,0.1,3.378023722130795
2,1.45,0.15,4.864501435394427
2,1.45,0.2,7.627814562674784
2,1.45,0.25,14.036129709739798
2,1.45,0.3,40.19323452747966
2,1.45,0.35,1000.0
2,1.45,0.4,1000.0
2,1.45,0.45,1000.0
2,1.45,0.5,1000.0
2,1.45,0.55,1000.0
2,1.45,0.6,1000.0
2,1.45,0.65,1000.0
2,1.45,0.7,1000.0
2,1.45,0.75,1000.0
2,1.45,0.8,1000.0
2,1.45,0.85,1000.0
2,1.45,0.9,1000.0
2,1.45,0.95,1000.0
2,1.45,1.0,1000.0
2,1.45,1.05,1000.0
2,1.45,1.1,1000.0
2,1.45,1.15,1000.0
2,1.45,1.2,1000.0
2,1.45,1.25,1000.0
2,1.45,1.3,1000.0
2,1.45,1.35,1000.0
2,1.45,1.4,1000.0
2,1.45,1.45,1000.0
2,1.45,1.5,1000.0
2,1.5,-1.5,0.2914152590901684
2,1.5,-1.45,0.2854956022659452
2,1.5,-1.4,0.2798688607165174
2,1.5,-1.35,0.2745881422135809
2,1.5,-1.3,0.2697150750729801
2,1.5,-1.25,0.26532137382279725
2,1.5,-1.2,0.26149074313634474
2,1.5,-1.15,0.2583212055206649
2,1.5,-1.1,0.25592796330957157
2,1.5,-1.05,0.2544469391021744
2,1.5,-1.0,0.25403918419587734
2,1.5,-0.95,0.2548964065175516
2,1.5,-0.9,0.2572479549564347
2,1.5,-0.85,0.26136971603529935
2,1.5,-0.8,0.2675955467754182
2,1.5,-0.75,0.27633210759081794
2,1.5,-0.7,0.2880783068690839
2,1.5,-0.65,0.3034510807727553
2,1.5,-0.6,0.32321999772948906
2,1.5,-0.55,0.3483543441828719
2,1.5,-0.5,0.3800881624195659
2,1.5,-0.45,0.4200115943179416
2,1.5,-0.4,0.47020157968769527
2,1.5,-0.35,0.5334128146148753
2,1.5,-0.3,0.6133634330465764
2,1.5,-0.25,0.7151740980412826
2,1.5,-0.2,0.8460642217047681
2,1.5,-0.15,1.0164966830679012
2,1.5,-0.1,1.242142419918689
2,1.5,-0.05,1.5474302715872352
2,1.5,0.0,1.9723789254891229
2,1.5,0.05,2.5868304120810395
2,1.5,0.1,3.523321820551697
2,1.5,0.15,5.064432407465921
2,1.5,0.2,7.927649866908735
2,1.5,0.25,14.56795991563154
2,1.5,0.3,41.717715932640814
2,1.5,0.35,1000.0
2,1.5,0.4,1000.0
2,1.5,0.45,1000.0
2,1.5,0.5,1000.0
2,1.5,0.55,1000.0
2,1.5,0.6,1000.0
2,1.5,0.65,1000.0
2,1.5,0.7,1000.0
2,1.5,0.75,1000.0
2,1.5,0.8,1000.0
2,1.5,0.85,1000.0
2,1.5,0.9,1000.0
2,1.5,0.95,1000.0
2,1.5,1.0,1000.0
2,1.5,1.05,1000.0
2,1.5,1.1,1000.0
2,1.5,1.15,1000.0
2,1.5,1.2,1000.0
2,1.5,1.25,1000.0
2,1.5,1.3,1000.0
2,1.5,1.35,1000.0
2,1.5,1.4,1000.0
2,1.5,1.45,1000.0
2,1.5,1.5,1000.0
3,-1.5,-1.5,1.8577037314386489
3,-1.5,-1.45,1.8542223300305387
3,-1.5,-1.4,1.850552241963482
3,-1.5,-1.35,1.8466989029441225
3,-1.5,-1.3,1.8426588794120482
3,-1.5,-1.25,1.838425022044697
3,-1.5,-1.2,1.8339881180277842
3,-1.5,-1.15,1.8293373990895512
3,-1.5,-1.1,1.8244606607689096
3,-1.5,-1.05,1.8193442199142942
3,-1.5,-1.0,1.813972780961338
3,-1.5,-0.95,1.8083292346719058
3,-1.5,-0.9,1.8023943979586392
3,-1.5,-0.85,1.7961466971451738
3,-1.5,-0.8,1.789561792467404
3,-1.5,-0.75,1.7826121367221932
3,-1.5,-0.7,1.7752664552259179
3,-1.5,-0.65,1.7674891275408855
3,-1.5,-0.6,1.7592394435241059
3,-1.5,-0.55,1.7504706965737824
3,-1.5,-0.5,1.7411290644717607
3,-1.5,-0.45,1.731152211352596
3,-1.5,-0.4,1.7204675206762332
3,-1.5,-0.35,1.7089898349959225
3,-1.5,-0.3,1.6966185280909565
3,-1.5,-0.25,1.6832336594592276
3,-1.5,-0.2,1.6686908448707765
3,-1.5,-0.15,1.6528142932030374
3,-1.5,-0.1,1.6353871619150324
3,-1.5,-0.05,1.616137883781252
3,-1.5,0.0,1.594720246373833
3,-1.5,0.05,1.5706834174382753
3,-1.5,0.1,1.5434250542030266
3,-1.5,0.15,1.5121143659161425
3,-1.5,0.2,1.475558071314703
3,-1.5,0.25,1.4319480233929436
3,-1.5,0.3,1.37833470096171
3,-1.5,0.35,1.3094676898231505
3,-1.5,0.4,1.2163015597078772
3,-1.5,0.45,1000.0
3,-1.5,0.5,1000.0
3,-1.5,0.55,1000.0
3,-1.5,0.6,1000.0
3,-1.5,0.65,1000.0
3,-1.5,0.7,1000.0
3,-1.5,0.75,1000.0
3,-1.5,0.8,1000.0
3,-1.5,0.85,1000.0
3,-1.5,0.9,1000.0
3,-1.5,0.95,1000.0
3,-1.5,1.0,1000.0
3,-1.5,1.05,1000.0
3,-1.5,1.1,1000.0
3,-1.5,1.15,1000.0
3,-1.5,1.2,1000.0
3,-1.5,1.25,1000.0
3,-1.5,1.3,1000.0
3,-1.5,1.35,1000.0
3,-1.5,1.4,1000.0
3,-1.5,1.45,1000.0
3,-1.5,1.5,1000.0
3,-1.45,-1.5,1.8481842756376634
3,-1.45,-1.45,1.8444817891909195
3,-1.45,-1.4,1.8405837851520228
3,-1.45,-1.35,1.8364935032682796
3,-1.45,-1.3,1.8322062755223958
3,-1.45,-1.25,1.8277139793596868
3,-1.45,-1.2,1.8230064614281765
3,-1.45,-1.15,1.8180719658437356
3,-1.45,-1.1,1.8128972162859334
3,-1.45,-1.05,1.8074673484254138
3,-1.45,-1.0,1.8017657541575962
3,-1.45,-0.95,1.7957738581647644
3,-1.45,-0.9,1.7894708338258982
3,-1.45,-0.85,1.7828332594971434
3,-1.45,-0.8,1.7758347115291004
3,-1.45,-0.75,1.7684452852476642
3,-1.45,-0.7,1.7606310290642413
3,-1.45,-0.65,1.7523532697542137
3,-1.45,-0.6,1.7435677984412867
3,-1.45,-0.55,1.7342238762783961
3,-1.45,-0.5,1.7242630050737058
3,-1.45,-0.45,1.7136173894005833
3,-1.45,-0.4,1.702207990385805
3,-1.45,-0.35,1.68994203331577
3,-1.45,-0.3,1.6767097750347961
3,-1.45,-0.25,1.662380252457905
3,-1.45,-0.2,1.6467956030391464
3,-1.45,-0.15,1.62976334178684
3,-1.45,-0.1,1.6110456439043594
3,-1.45,-0.05,1.5903441180153224
3,-1.45,0.0,1.5672775694323258
3,-1.45,0.05,1.5413484525136911
3,-1.45,0.1,1.511890243468471
3,-1.45,0.15,1.4779808512243335
3,-1.45,0.2,1.4382914443406596
3,-1.45,0.25,1.3908020319182937
3,-1.45,0.3,1.332215355286826
3,-1.45,0.35,1.2567690406295466
3,-1.45,0.4,1.1624706734553845
3,-1.45,0.45,1000.0
3,-1.45,0.5,1000.0
3,-1.45,0.55,1000.0
3,-1.45,0.6,1000.0
3,-1.45,0.65,1000.0
3,-1.45,0.7,1000.0
3,-1.45,0.75,1000.0
3,-1.45,0.8,1000.0
3,-1.45,0.85,1000.0
3,-1.45,0.9,1000.0
3,-1.45,0.95,1000.0
3,-1.45,1.0,1000.0
3,-1.45,1.05,1000.0
3,-1.45,1.1,1000.0
3,-1.45,1.15,1000.0
3,-1.45,1.2,1000.0
3,-1.45,1.25,1000.0
3,-1.45,1.3,1000.0
3,-1.45,1.35,1000.0
3,-1.45,1.4,1000.0
3,-1.45,1.45,1000.0
3,-1.45,1.5,1000.0
3,-1.4,-1.5,1.8380049341019742
3,-1.4,-1.45,1.8340672869868926
3,-1.4,-1.4,1.829926357272336
3,-1.4,-1.35,1.82558333453375
3,-1.4,-1.3,1.8210323251155176
3,-1.4,-1.25,1.8162641955314673
3,-1.4,-1.2,1.8112677957055283
3,-1.4,-1.15,1.8060303147764527
3,-1.4,-1.1,1.8005373275734673
3,-1.4,-1.05,1.7947727018397586
3,-1.4,-1.0,1.7887184196578005
3,-1.4,-0.95,1.7823543306849008
3,-1.4,-0.9,1.7756578426343212
3,-1.4,-0.85,1.768603548648601
3,-1.4,-0.8,1.761162786416298
3,-1.4,-0.75,1.7533031184845997
3,-1.4,-0.7,1.7449877168192682
3,-1.4,-0.65,1.7361746270788603
3,-1.4,-0.6,1.7268158789207702
3,-1.4,-0.55,1.716856397171078
3,-1.4,-0.5,1.70623265358554
3,-1.4,-0.45,1.6948709782431222
3,-1.4,-0.4,1.6826854203904444
3,-1.4,-0.35,1.6695750062670993
3,-1.4,-0.3,1.655420178951518
3,-1.4,-0.25,1.6400781109837963
3,-1.4,-0.2,1.6233764350375648
3,-1.4,-0.15,1.6051047076914045
3,-1.4,-0.1,1.5850025464362416
3,-1.4,-0.05,1.5627427491187216
3,-1.4,0.0,1.5379066022830492
3,-1.4,0.05,1.5099465711618418
3,-1.4,0.1,1.478127694344098
3,-1.4,0.15,1.4414311160718705
3,-1.4,0.2,1.3983859930364415
3,-1.4,0.25,1.3467560888835386
3,-1.4,0.3,1.2829167841208646
3,-1.4,0.35,1.2008848011100073
3,-1.4,0.4,1.144235804322582
3,-1.4,0.45,1000.0
3,-1.4,0.5,1000.0
3,-1.4,0.55,1000.0
3,-1.4,0.6,1000.0
3,-1.4,0.65,1000.0
3,-1.4,0.7,1000.0
3,-1.4,0.75,1000.0
3,-1.4,0.8,1000.0
3,-1.4,0.85,1000.0
3,-1.4,0.9,1000.0
3,-1.4,0.95,1000.0
3,-1.4,1.0,1000.0
3,-1.4,1.05,1000.0
3,-1.4,1.1,1000.0
3,-1.4,1.15,1000.0
3,-1.4,1.2,1000.0
3,-1.4,1.25,1000.0
3,-1.4,1.3,1000.0
3,-1.4,1.35,1000.0
3,-1.4,1.4,1000.0
3,-1.4,1.45,1000.0
3,-1.4,1.5,1000.0
3,-1.35,-1.5,1.827119882163393
3,-1.35,-1.45,1.8229318425646541
3,-1.35,-1.4,1.818531810942785
3,-1.35,-1.35,1.8139190454556433
3,-1.35,-1.3,1.8090864249310283
3,-1.35,-1.25,1.8040237615226455
3,-1.35,-1.2,1.798718847599577
3,-1.35,-1.15,1.793157745372799
3,-1.35,-1.1,1.7873247990225107
3,-1.35,-1.05,1.7812025164821252
3,-1.35,-1.0,1.77477136722237
3,-1.35,-0.95,1.7680095109414127
3,-1.35,-0.9,1.7608924610248669
3,-1.35,-0.85,1.753392680996591
3,-1.35,-0.8,1.7454791072228821
3,-1.35,-0.75,1.7371165854573316
3,-1.35,-0.7,1.728265202050322
3,-1.35,-0.65,1.7188794825722944
3,-1.35,-0.6,1.7089074207557355
3,-1.35,-0.55,1.6982892881725125
3,-1.35,-0.5,1.6869561585102986
3,-1.35,-0.45,1.67482805753451
3,-1.35,-0.4,1.661811617566311
3,-1.35,-0.35,1.6477970685753833
3,-1.35,-0.3,1.6326543288876738
3,-1.35,-0.25,1.6162278542123627
3,-1.35,-0.2,1.5983297427102336
3,-1.35,-0.15,1.5787303390456133
3,-1.35,-0.1,1.5571451655343718
3,-1.35,-0.05,1.5332163109438173
3,-1.35,0.0,1.5064851906157755
3,-1.35,0.05,1.476351377992996
3,-1.35,0.1,1.4420079861460968
3,-1.35,0.15,1.4023356026429867
3,-1.35,0.2,1.3557189318482001
3,-1.35,0.25,1.2997125648482621
3,-1.35,0.3,1.2304296237686136
3,-1.35,0.35,1.1423121328149812
3,-1.35,0.4,1000.0
3,-1.35,0.45,1000.0
3,-1.35,0.5,1000.0
3,-1.35,0.55,1000.0
3,-1.35,0.6,1000.0
3,-1.35,0.65,1000.0
3,-1.35,0.7,1000.0
3,-1.35,0.75,1000.0
3,-1.35,0.8,1000.0
3,-1.35,0.85,1000.0
3,-1.35,0.9,1000.0
3,-1.35,0.95,1000.0
3,-1.35,1.0,1000.0
3,-1.35,1.05,1000.0
3,-1.35,1.1,1000.0
3,-1.35,1.15,1000.0
3,-1.35,1.2,1000.0
3,-1.35,1.25,1000.0
3,-1.35,1.3,1000.0
3,-1.35,1.35,1000.0
3,-1.35,1.4,1000.0
3,-1.35,1.45,1000.0
3,-1.35,1.5,1000.0
3,-1.3,-1.5,1.81548064037211
3,-1.3,-1.45,1.8110257622633792
3,-1.3,-1.4,1.8063492223334807
3,-1.3,-1.35,1.8014484417612948
3,-1.3,-1.3,1.796315060091443
3,-1.3,-1.25,1.7909377860800375
3,-1.3,-1.2,1.7853032890237872
3,-1.3,-1.15,1.7793964275980008
3,-1.3,-1.1,1.7732002286577186
3,-1.3,-1.05,1.766695743250173
3,-1.3,-1.0,1.7598618198592244
3,-1.3,-0.95,1.7526748072658762
3,-1.3,-0.9,1.7451081893236318
3,-1.3,-0.85,1.7371321483957485
3,-1.3,-0.8,1.7287130490588951
3,-1.3,-0.75,1.7198128277107663
3,-1.3,-0.7,1.7103882665737131
3,-1.3,-0.65,1.70039012199262
3,-1.3,-0.6,1.6897620663461463
3,-1.3,-0.55,1.678439389346721
3,-1.3,-0.5,1.666347386436004
3,-1.3,-0.45,1.6533993370291162
3,-1.3,-0.4,1.6394939399677382
3,-1.3,-0.35,1.6245120222419758
3,-1.3,-0.3,1.608312261195967
3,-1.3,-0.25,1.5907255460011906
3,-1.3,-0.2,1.5715474276817607
3,-1.3,-0.15,1.5505278279585466
3,-1.3,-0.1,1.5273567237393568
3,-1.3,-0.05,1.5016437639592624
3,-1.3,0.0,1.4728884562881042
3,-1.3,0.05,1.4404351827370985
3,-1.3,0.1,1.4034028391185744
3,-1.3,0.15,1.360570207500776
3,-1.3,0.2,1.3101811542073938
3,-1.3,0.25,1.2496055545145188
3,-1.3,0.3,1.1748296737988229
3,-1.3,0.35,1.08201544519477
3,-1.3,0.4,1000.0
3,-1.3,0.45,1000.0
3,-1.3,0.5,1000.0
3,-1.3,0.55,1000.0
3,-1.3,0.6,1000.0
3,-1.3,0.65,1000.0
3,-1.3,0.7,1000.0
3,-1.3,0.75,1000.0
3,-1.3,0.8,1000.0
3,-1.3,0.85,1000.0
3,-1.3,0.9,1000.0
3,-1.3,0.95,1000.0
3,-1.3,1.0,1000.0
3,-1.3,1.05,1000.0
3,-1.3,1.1,1000.0
3,-1.3,1.15,1000.0
3,-1.3,1.2,1000.0
3,-1.3,1.25,1000.0
3,-1.3,1.3,1000.0
3,-1.3,1.35,1000.0
3,-1.3,1.4,1000.0
3,-1.3,1.45,1000.0
3,-1.3,1.5,1000.0
3,-1.25,-1.5,1.8030360328680384
3,-1.25,-1.45,1.7982966046445283
3,-1.25,-1.4,1.7933248638508583
3,-1.25,-1.35,1.7881164672496075
3,-1.25,-1.3,1.7826617941525387
3,-1.25,-1.25,1.7769483953814578
3,-1.25,-1.2,1.7709617469258814
3,-1.25,-1.15,1.764685422604978
3,-1.25,-1.1,1.758101040340845
3,-1.25,-1.05,1.751188091977395
3,-1.25,-1.0,1.743923691024434
3,-1.25,-0.95,1.7362822483444258
3,-1.25,-0.9,1.7282350765180896
3,-1.25,-0.85,1.7197499181170453
3,-1.25,-0.8,1.7107903877673545
3,-1.25,-0.75,1.7013153116167714
3,-1.25,-0.7,1.6912779402751337
3,-1.25,-0.65,1.6806250021620972
3,-1.25,-0.6,1.6692955528525226
3,-1.25,-0.55,1.6572195613747254
3,-1.25,-0.5,1.6443161547915048
3,-1.25,-0.45,1.6304914152234848
3,-1.25,-0.4,1.6156355849102697
3,-1.25,-0.35,1.5996194790311986
3,-1.25,-0.3,1.5822898234829874
3,-1.25,-0.25,1.5634631104854841
3,-1.25,-0.2,1.5429173735132409
3,-1.25,-0.15,1.5203809813829086
3,-1.25,-0.1,1.4955170631182044
3,-1.25,-0.05,1.4679013619607366
3,-1.25,0.0,1.4369899194943914
3,-1.25,0.05,1.4020705127780784
3,-1.25,0.1,1.3621872533271246
3,-1.25,0.15,1.3160194982461055
3,-1.25,0.2,1.2616825238628433
3,-1.25,0.25,1.1964110671791348
3,-1.25,0.3,1.1163061352702317
3,-1.25,0.35,1.021717921448345
3,-1.25,0.4,1000.0
3,-1.25,0.45,1000.0
3,-1.25,0.5,1000.0
3,-1.25,0.55,1000.0
3,-1.25,0.6,1000.0
3,-1.25,0.65,1000.0
3,-1.25,0.7,1000.0
3,-1.25,0.75,1000.0
3,-1.25,0.8,1000.0
3,-1.25,0.85,1000.0
3,-1.25,0.9,1000.0
3,-1.25,0.95,1000.0
3,-1.25,1.0,1000.0
3,-1.25,1.05,1000.0
3,-1.25,1.1,1000.0
3,-1.25,1.15,1000.0
3,-1.25,1.2,1000.0
3,-1.25,1.25,1000.0
3,-1.25,1.3,1000.0
3,-1.25,1.35,1000.0
3,-1.25,1.4,1000.0
3,-1.25,1.45,1000.0
3,-1.25,1.5,1000.0
3,-1.2,-1.5,1.7897321871978116
3,-1.2,-1.45,1.784689191108492
3,-1.2,-1.4,1.779402226643134
3,-1.2,-1.35,1.7738652390131493
3,-1.2,-1.3,1.7680673177749262
3,-1.2,-1.25,1.7619947958737106
3,-1.2,-1.2,1.7556318810112679
3,-1.2,-1.15,1.7489607760655705
3,-1.2,-1.1,1.7419615934336625
3,-1.2,-1.05,1.7346121581508867
3,-1.2,-1.0,1.7268877291160636
3,-1.2,-0.95,1.7187606462075318
3,-1.2,-0.9,1.710199902464658
3,-1.2,-0.85,1.7011706350048839
3,-1.2,-0.8,1.6916335227864379
3,-1.2,-0.75,1.681544072743796
3,-1.2,-0.7,1.6708517678716412
3,-1.2,-0.65,1.6594990411432111
3,-1.2,-0.6,1.647420027025233
3,-1.2,-0.55,1.6345390266121955
3,-1.2,-0.5,1.620768601217458
3,-1.2,-0.45,1.6060071798893356
3,-1.2,-0.4,1.5901360246496479
3,-1.2,-0.35,1.573015336960948
3,-1.2,-0.3,1.5544792000676775
3,-1.2,-0.25,1.5343289183622657
3,-1.2,-0.2,1.5123241102126803
3,-1.2,-0.15,1.4881705896521127
3,-1.2,-0.1,1.4615035565922956
3,-1.2,-0.05,1.4318637654961295
3,-1.2,0.0,1.3986629074102819
3,-1.2,0.05,1.3611319689747199
3,-1.2,0.1,1.318242074633654
3,-1.2,0.15,1.268580489083127
3,-1.2,0.2,1.2101579660462745
3,-1.2,0.25,1.1401586494171927
3,-1.2,0.3,1.0551950958487484
3,-1.2,0.35,0.9644045046941028
3,-1.2,0.4,1000.0
3,-1.2,0.45,1000.0
3,-1.2,0.5,1000.0
3,-1.2,0.55,1000.0
3,-1.2,0.6,1000.0
3,-1.2,0.65,1000.0
3,-1.2,0.7,1000.0
3,-1.2,0.75,1000.0
3,-1.2,0.8,1000.0
3,-1.2,0.85,1000.0
3,-1.2,0.9,1000.0
3,-1.2,0.95,1000.0
3,-1.2,1.0,1000.0
3,-1.2,1.05,1000.0
3,-1.2,1.1,1000.0
3,-1.2,1.15,1000.0
3,-1.2,1.2,1000.0
3,-1.2,1.25,1000.0
3,-1.2,1.3,1000.0
3,-1.2,1.35,1000.0
3,-1.2,1.4,1000.0
3,-1.2,1.45,1000.0
3,-1.2,1.5,1000.0
3,-1.15,-1.5,1.7755126039108975
3,-1.15,-1.45,1.7701456911777598
3,-1.15,-1.4,1.7645221226944543
3,-1.15,-1.35,1.758634167209932
3,-1.15,-1.3,1.7524695869404703
3,-1.15,-1.25,1.7460134316675175
3,-1.15,-1.2,1.739248561029822
3,-1.15,-1.15,1.7321557160412258
3,-1.15,-1.1,1.7247134019195687
3,-1.15,-1.05,1.7168976639225226
3,-1.15,-1.0,1.7086817809833714
3,-1.15,-0.95,1.7000358828164734
3,-1.15,-0.9,1.6909264881076935
3,-1.15,-0.85,1.6813159558707524
3,-1.15,-0.8,1.6711618362663838
3,-1.15,-0.75,1.6604161002834117
3,-1.15,-0.7,1.6490242193202174
3,-1.15,-0.65,1.6369240554595907
3,-1.15,-0.6,1.624044510331558
3,-1.15,-0.55,1.610303863633286
3,-1.15,-0.5,1.5956077096756591
3,-1.15,-0.45,1.5798463688546318
3,-1.15,-0.4,1.562891606359409
3,-1.15,-0.35,1.5445924260881216
3,-1.15,-0.3,1.524769613247038
3,-1.15,-0.25,1.5032085578059564
3,-1.15,-0.2,1.4796496756128898
3,-1.15,-0.15,1.4537754090458554
3,-1.15,-0.1,1.4251922574517204
3,-1.15,-0.05,1.393405427467787
3,-1.15,0.0,1.3577822827477455
3,-1.15,0.05,1.3174984684068702
3,-1.15,0.1,1.271457042388096
3,-1.15,0.15,1.2181670366223036
3,-1.15,0.2,1.1555744062373365
3,-1.15,0.25,1.0809444059135742
3,-1.15,0.3,0.9920182340979643
3,-1.15,0.35,0.9152442218587723
3,-1.15,0.4,1000.0
3,-1.15,0.45,1000.0
3,-1.15,0.5,1000.0
3,-1.15,0.55,1000.0
3,-1.15,0.6,1000.0
3,-1.15,0.65,1000.0
3,-1.15,0.7,1000.0
3,-1.15,0.75,1000.0
3,-1.15,0.8,1000.0
3,-1.15,0.85,1000.0
3,-1.15,0.9,1000.0
3,-1.15,0.95,1000.0
3,-1.15,1.0,1000.0
3,-1.15,1.05,1000.0
3,-1.15,1.1,1000.0
3,-1.15,1.15,1000.0
3,-1.15,1.2,1000.0
3,-1.15,1.25,1000.0
3,-1.15,1.3,1000.0
3,-1.15,1.35,1000.0
3,-1.15,1.4,1000.0
3,-1.15,1.45,1000.0
3,-1.15,1.5,1000.0
3,-1.1,-1.5,1.7603183344947275
3,-1.1,-1.45,1.7546058214199858
3,-1.1,-1.4,1.7486229057624338
3,-1.1,-1.35,1.7423601987733293
3,-1.1,-1.3,1.735804090070282
3,-1.1,-1.25,1.7289382756319798
3,-1.1,-1.2,1.72174418235644
3,-1.1,-1.15,1.7142009934973685
3,-1.1,-1.1,1.7062855002329953
3,-1.1,-1.05,1.6979718495648424
3,-1.1,-1.0,1.6892312092505006
3,-1.1,-0.95,1.680031353429993
3,-1.1,-0.9,1.6703361650082096
3,-1.1,-0.85,1.6601050452660637
3,-1.1,-0.8,1.6492922151622043
3,-1.1,-0.75,1.6378458855798876
3,-1.1,-0.7,1.6257072650125899
3,-1.1,-0.65,1.6128093623975914
3,-1.1,-0.6,1.5990755291643506
3,-1.1,-0.55,1.5844176667123064
3,-1.1,-0.5,1.5687340014282911
3,-1.1,-0.45,1.5519062959780021
3,-1.1,-0.4,1.5337963184586372
3,-1.1,-0.35,1.5142413232446457
3,-1.1,-0.3,1.4930481983893167
3,-1.1,-0.25,1.4699857874905895
3,-1.1,-0.2,1.4447746720459205
3,-1.1,-0.15,1.4170733597543257
3,-1.1,-0.1,1.3864592939062697
3,-1.1,-0.05,1.352402266332115
3,-1.1,0.0,1.3142265196746779
3,-1.1,0.05,1.271055916752837
3,-1.1,0.1,1.2217343780014112
3,-1.1,0.15,1.1647149257352856
3,-1.1,0.2,1.0979386084395506
3,-1.1,0.25,1.0189453424795694
3,-1.1,0.3,0.9275263140678742
3,-1.1,0.35,0.8834321655178157
3,-1.1,0.4,1000.0
3,-1.1,0.45,1000.0
3,-1.1,0.5,1000.0
3,-1.1,0.55,1000.0
3,-1.1,0.6,1000.0
3,-1.1,0.65,1000.0
3,-1.1,0.7,1000.0
3,-1.1,0.75,1000.0
3,-1.1,0.8,1000.0
3,-1.1,0.85,1000.0
3,-1.1,0.9,1000.0
3,-1.1,0.95,1000.0
3,-1.1,1.0,1000.0
3,-1.1,1.05,1000.0
3,-1.1,1.1,1000.0
3,-1.1,1.15,1000.0
3,-1.1,1.2,1000.0
3,-1.1,1.25,1000.0
3,-1.1,1.3,1000.0
3,-1.1,1.35,1000.0
3,-1.1,1.4,1000.0
3,-1.1,1.45,1000.0
3,-1.1,1.5,1000.0
